baselineWT_1	24hrsWT_1	30hrsWT_1	40hrsWT_1	48hrsWT_1	96hrsWT_1	7daysWT_1	4wksWT_1
ENSMUSG00000027010	5.67074666666667	6.83099666666667	8.03801	9.83455666666667	7.84159	4.52582666666667	6.91371333333333	6.41738
ENSMUSG00000027011	13.9950333333333	15.1916	15.13925	21.2066	20.7305	14.03	15.1234333333333	12.9483
ENSMUSG00000027012	14.5891333333333	14.9564	14.6341	19.458	21.3261	14.9310666666667	14.7192666666667	16.0443333333333
ENSMUSG00000027014	3.52488333333333	4.06818666666667	2.859425	4.66293666666667	4.87996	3.85284666666667	3.64469333333333	3.45443333333333
ENSMUSG00000027015	0.01769016	0.0496564666666667	0.02364235	0.0683442666666667	0.0323063	0.00880731333333333	0.0338707666666667	0.0231018
ENSMUSG00000027016	7.56901	3.08484	6.23491	5.42330333333333	4.033745	3.14531	5.53217666666667	5.57722
ENSMUSG00000027018	4.72823	5.75933333333333	11.52295	36.0903333333333	20.25725	7.10020666666667	5.43813666666667	5.47149333333333
ENSMUSG00000027030	0.313984	0.429261333333333	0.5226035	0.577099666666667	0.5211815	0.335110666666667	0.485411666666667	0.532164
ENSMUSG00000027035	1.043348	3.16084666666667	2.83837	3.49621666666667	2.832275	1.260194	1.27121766666667	0.725212
ENSMUSG00000027048	121.266866666667	96.0476333333333	70.88685	71.3044	74.63695	173.117333333333	175.280666666667	211.833333333333
ENSMUSG00000027067	17.6244666666667	18.7278333333333	22.72865	42.0238666666667	32.27555	16.3479333333333	18.9020333333333	17.0143666666667
ENSMUSG00000027068	0.233120333333333	0.488252333333333	0.0405829	0.354720733333333	0.814461	0.369743	0.354531333333333	0.906394
ENSMUSG00000027070	0.0265525666666667	0.0505592	0.0607544	0.0589451333333333	0.03009925	0.0206209566666667	0.0215980766666667	0.0397549
ENSMUSG00000027071	0.546786	0.154634	0.3419955	0.229124333333333	0.08783245	0.215478466666667	0.358147333333333	0.452289333333333
ENSMUSG00000027073	0	0	0	0	0	0	0	0
ENSMUSG00000027074	7.24165	6.71516666666667	6.809335	12.6296	10.40746	7.34993666666667	4.31360333333333	5.18975666666667
ENSMUSG00000027075	4.00917333333333	1.95246333333333	4.45829	4.46563333333333	5.47825	2.58080333333333	3.74875666666667	2.50265666666667
ENSMUSG00000027076	22.0128333333333	19.6365333333333	22.5106	20.0786666666667	17.77685	31.7647666666667	18.9888	17.053
ENSMUSG00000027077	0.0112002333333333	0	0	0	0	0	0	0
ENSMUSG00000027078	34.6301	52.4121666666667	56.2827	40.8463333333333	49.4412	37.3187333333333	46.9155	43.7696
ENSMUSG00000027079	6.73715333333333	11.0333666666667	8.410615	10.0483066666667	16.05695	9.96138	8.55384	6.53048
ENSMUSG00000027080	5.40733333333333	6.87269666666667	7.15806	8.70071333333333	9.53995	5.0583	6.01266	6.05924333333333
ENSMUSG00000027082	1.51600666666667	2.09467333333333	1.62849	2.40789666666667	2.27153	2.64883	1.59482	1.31154666666667
ENSMUSG00000027086	7.45179333333333	5.75607	5.63093	5.41385666666667	5.17392	5.38709	5.85332666666667	5.89582666666667
ENSMUSG00000027087	3.8033	5.27621333333333	4.783975	6.37388	6.081715	5.01414333333333	4.64846	4.45465333333333
ENSMUSG00000027088	8.01318333333333	7.82798	6.399175	7.61474	7.821805	12.9270666666667	8.26485333333333	9.04235333333333
ENSMUSG00000027091	20.8096333333333	25.8722333333333	25.43365	28.8988	30.83725	31.3601	23.4986333333333	24.8529
ENSMUSG00000027099	22.7811	22.6977	21.1263	23.0463	22.5111	34.4461333333333	25.8048333333333	24.7550333333333
ENSMUSG00000027102	0	0	0.01616435	0	0	0	0.00717756666666667	0.00966776666666667
ENSMUSG00000027104	6.00210333333333	5.81148	5.259315	7.70422333333333	8.451935	5.72856666666667	5.88365666666667	6.67933666666667
ENSMUSG00000027107	0.00473125566666667	0.0112974666666667	0.02252715	0.0103731	0.000568493	0.0204809333333333	0.00549386	0.00851246666666667
ENSMUSG00000027108	19.5604	26.8815333333333	23.3934	25.3642333333333	24.49335	19.6118	18.1492333333333	21.3675666666667
ENSMUSG00000027109	6.50376	8.61302333333333	6.55203	9.60224666666667	7.95003	9.03003666666667	6.01514	6.74829
ENSMUSG00000027111	0.633216333333333	1.51504	1.0315	1.34573333333333	1.647745	0.714814	0.800909333333333	0.715558
ENSMUSG00000027115	0.0994703666666667	0.195700666666667	0.3329835	2.22656333333333	2.7928	0.159795533333333	0.142597666666667	0.124612866666667
ENSMUSG00000027122	2.68849666666667	2.58052666666667	1.924315	2.50089333333333	3.33487	2.31318333333333	2.70201333333333	2.43124333333333
ENSMUSG00000027130	1.51303	1.28877333333333	1.56332	1.70905666666667	1.76441	1.12464166666667	1.43739333333333	1.58571
ENSMUSG00000027131	33.9540333333333	39.3147666666667	39.3735	37.1314	35.8707	40.2492333333333	33.8495	36.2447666666667
ENSMUSG00000027132	1.70842	2.38178333333333	2.052005	3.58766	3.535315	2.29178666666667	1.97315	1.68677666666667
ENSMUSG00000027133	33.8341	28.0557333333333	29.76255	34.8301333333333	31.93665	48.2765666666667	35.9096666666667	39.6194
ENSMUSG00000027134	0.252968333333333	0.247781666666667	0.3236205	0.398402666666667	0.3093095	0.240802	0.395716666666667	0.166706266666667
ENSMUSG00000027160	0.686777	0.556353	1.561315	8.5426	7.864675	0.901490666666667	1.07905	0.667422666666667
ENSMUSG00000027162	9.63511666666667	9.79141666666667	8.87615	14.1927333333333	13.90235	10.6995533333333	8.78080666666667	7.5331
ENSMUSG00000027163	14.6904666666667	16.8388	19.7321	16.9367333333333	16.52835	13.0346666666667	15.2382333333333	14.0108
ENSMUSG00000027164	2.44893666666667	3.14099333333333	2.190775	2.76277666666667	2.463545	1.81017666666667	2.62105666666667	2.09319
ENSMUSG00000027165	10.2431033333333	11.4434	13.8332	12.8015333333333	11.141695	16.2581	12.1698	13.1726
ENSMUSG00000027166	4.40353333333333	4.43727666666667	3.80424	3.60096666666667	5.441705	4.90693333333333	4.36051666666667	3.37641666666667
ENSMUSG00000027167	3.64152333333333	4.22123	3.085545	4.31157333333333	4.67077	2.76454	3.3617	4.56249333333333
ENSMUSG00000027168	0.082447	0.0427866	0.0486699	0.0601704666666667	0.06913145	0.0770960666666667	0.0745234	0.0686075
ENSMUSG00000027170	45.1714333333333	40.2987333333333	42.02315	46.0688	41.1863	68.4033666666667	46.8446333333333	48.5445666666667
ENSMUSG00000027171	0.0410629333333333	0.323620333333333	0.233144	0.658593666666667	0.3090915	0.101861666666667	0.0921706333333333	0.0567936
ENSMUSG00000027173	16.4936333333333	16.0056666666667	13.50225	11.9184333333333	13.85645	18.1887	18.5093666666667	16.6651666666667
ENSMUSG00000027175	2.17928333333333	3.28095	4.229635	3.3544	3.235875	2.51737	2.59515	2.05639666666667
ENSMUSG00000027176	4.11451666666667	5.35996	5.250195	5.68809	8.07259	5.86367666666667	5.39044	4.40342666666667
ENSMUSG00000027177	9.11881333333333	10.0118933333333	8.891615	11.9499333333333	11.7455	7.36829666666667	8.69952666666667	7.66104
ENSMUSG00000027180	26.5043666666667	18.5887666666667	19.3255	22.2044333333333	22.02895	20.8183	23.5822666666667	20.8038333333333
ENSMUSG00000027184	39.1192	68.097	43.1954	65.5584666666667	73.48025	39.4670333333333	41.0568666666667	55.2734333333333
ENSMUSG00000027185	4.27715	6.52973666666667	4.690445	5.10100666666667	5.96819	3.39136666666667	3.99732666666667	4.42352
ENSMUSG00000027186	0.0674312	0.00755446666666667	0.01568375	0	0.1633785	0.0564369	0.0594046666666667	0.0742653
ENSMUSG00000027187	1150.52666666667	677.430333333333	484.0935	493.393666666667	449.3865	813.183333333333	896.45	1145.88
ENSMUSG00000027188	0.609327	0.726561	0.6381685	0.508334666666667	0.588568	0.771624666666667	0.708673	0.833978666666667
ENSMUSG00000027189	6.76367	8.59436333333333	7.23799	8.70681	7.88395	5.18288666666667	6.37586333333333	6.33554
ENSMUSG00000027193	13.951	14.8142666666667	13.0276	17.4163666666667	17.11365	15.9542333333333	12.4882666666667	12.9002333333333
ENSMUSG00000027194	6.83030333333333	9.40789333333333	9.322095	10.4268066666667	9.81804	4.79676	7.06784666666667	6.72195666666667
ENSMUSG00000027195	75.6882333333333	95.0775666666667	89.52955	103.141733333333	93.50425	94.6613	78.7318333333333	94.1571
ENSMUSG00000027196	0.0397647333333333	0.0228964	0.02333545	0.0542417333333333	0.03474195	0.0475562666666667	0.0108615666666667	0.0199858333333333
ENSMUSG00000027198	9.35618666666667	11.5788333333333	10.81855	11.4204666666667	12.5686	6.85868333333333	9.80366666666667	9.67619
ENSMUSG00000027199	2.04081	2.27881333333333	2.197945	2.99738	3.206285	2.80018	2.96782	1.65355333333333
ENSMUSG00000027200	0.800907666666667	1.31518333333333	1.1286055	1.39365	1.58727	1.01862866666667	1.329416	0.89211
ENSMUSG00000027201	1.87703333333333	3.39432333333333	3.09442	8.42305	9.52572	2.48514666666667	2.57747	2.87027333333333
ENSMUSG00000027203	7.29596333333333	5.57134333333333	10.9	36.1438	17.8674	7.92969666666667	8.66643333333333	8.23155333333333
ENSMUSG00000027204	0.208886	0.401452	0.331581	0.641661333333333	0.529255	0.161233	0.264447	0.201886
ENSMUSG00000027206	17.5648666666667	18.3069666666667	15.57265	19.1717333333333	18.0687	29.0309666666667	18.6907	19.8597
ENSMUSG00000027207	6.80596	5.92912666666667	6.4323	7.32979333333333	6.36527	8.30177666666667	8.18544666666667	6.33809
ENSMUSG00000027208	0.0233404	0.0286594333333333	0.041521925	0.0109441566666667	0	0.0155087333333333	0.00354083333333333	0
ENSMUSG00000027209	0	0	0	0	0	0	0	0.00929216666666667
ENSMUSG00000027210	0.933617333333333	1.289359	1.2696135	0.956985	0.825821	0.799407333333333	0.984075333333333	0.800101
ENSMUSG00000027215	42.4538666666667	29.1428666666667	28.19805	25.1957	26.0017	31.2978666666667	39.3109666666667	38.5443666666667
ENSMUSG00000027217	0.446383	0.513109333333333	0.3474	0.635811333333333	0.696863	0.514798666666667	0.555642666666667	0.423449666666667
ENSMUSG00000027219	0.115487666666667	0.0885540333333333	0.09872175	0.0844603333333333	0.32607705	0.184967333333333	0.4203	0.0743298666666667
ENSMUSG00000027220	0	0	0.00895825	0	0	0	0	0
ENSMUSG00000027221	0.0668879	0.0534424666666667	0.02624145	0.106520233333333	0.0546825	0.0272217666666667	0.0205373333333333	0.0172530333333333
ENSMUSG00000027222	52.4056	54.2582	52.68465	41.2348666666667	33.4192	44.5835333333333	51.1566666666667	52.6771333333333
ENSMUSG00000027223	0.386813666666667	0.310385	0.293741	0.380378	0.3364005	0.254711	0.325472666666667	0.383400333333333
ENSMUSG00000027224	0	0	0	0.00710253333333333	0	0	0	0
ENSMUSG00000027227	636.659666666667	507.042666666667	570.2735	490.942666666667	394.2005	395.257	534.395666666667	472.538
ENSMUSG00000027230	0.258002466666667	0.633854333333333	0.2849955	0.527236666666667	0.504436	0.123581766666667	0.238900933333333	0.441577333333333
ENSMUSG00000027233	0.0157486666666667	0	0	0.0384816333333333	0.0103485	0.00794616666666667	0	0.0138643666666667
ENSMUSG00000027236	8.91807	9.63125	9.114465	9.11750666666667	8.719665	10.9229666666667	8.22656	9.00663666666667
ENSMUSG00000027238	0	0.00789123333333333	0.01413692	0.0402641	0.0895957	0.000282311	0.0299010366666667	0.0348627
ENSMUSG00000027239	0.334663333333333	0.223737966666667	0.04743395	0.0812783333333333	0.295726	0.2657886	0.371107	0.367001333333333
ENSMUSG00000027242	0.562514666666667	0.830698	1.61594	3.29388	1.60933	0.600371	0.586683666666667	0.698223333333333
ENSMUSG00000027243	6.4994	5.18208333333333	5.24822	3.58833	4.416675	5.64316333333333	5.54290666666667	5.81567333333333
ENSMUSG00000027244	13.12638	12.2763333333333	13.85515	12.1371666666667	12.60455	12.7114333333333	11.9341666666667	15.3709666666667
ENSMUSG00000027245	11.5257333333333	10.65909	15.67665	14.9572	13.62905	15.3989333333333	11.1003666666667	12.9776666666667
ENSMUSG00000027246	1.04213666666667	0.488144333333333	1.115098	1.24829333333333	0.6418505	1.139997	1.299004	1.09514166666667
ENSMUSG00000027247	3.40303333333333	6.15310333333333	4.949355	4.90911333333333	5.574005	2.82803333333333	3.91618333333333	3.80808666666667
ENSMUSG00000027248	152.534	244.347333333333	189.056	141.389333333333	172.2355	213.035666666667	160.094666666667	173.228333333333
ENSMUSG00000027249	845.483333333333	725.988	761.8015	690.735666666667	717.886	773.935	918.878333333333	779.162666666667
ENSMUSG00000027253	2.09012666666667	2.54042666666667	2.84332	2.8295	2.488855	1.401105	2.19279	1.23027166666667
ENSMUSG00000027254	0.0109620666666667	0.0337266666666667	0.0392246	0.0478740333333333	0.016656145	0.0118592066666667	0.0180168333333333	0.0138441166666667
ENSMUSG00000027255	24.6251333333333	37.2741666666667	35.0736	30.3381666666667	30.43465	24.4724333333333	29.3363666666667	22.3414333333333
ENSMUSG00000027257	23.1786333333333	27.3088666666667	27.43715	23.1613666666667	27.7114	21.1054	28.0749	24.6681666666667
ENSMUSG00000027259	4.05473	5.48192333333333	4.480805	5.73942333333333	5.294205	5.21007	4.30210666666667	4.73166666666667
ENSMUSG00000027261	145.122	114.866	130.9145	142.315	133.2775	193.411333333333	126.431	133.007333333333
ENSMUSG00000027263	4.06155666666667	4.61820666666667	3.063345	6.26468	5.288065	3.43080666666667	2.67292666666667	3.08906333333333
ENSMUSG00000027272	2.34853333333333	2.78763333333333	2.551475	3.29014	2.63249	2.13342	1.86103	1.99233333333333
ENSMUSG00000027273	0.1251291	0.0530096333333333	0.1145955	0.131136	0.095595	0.0573302333333333	0.127662533333333	0.120000033333333
ENSMUSG00000027274	14.6659333333333	15.483	15.97725	19.0826	16.9154	22.9759	15.712	15.2214333333333
ENSMUSG00000027276	0.426861	0.915732666666667	0.7548115	0.642955333333333	0.645547	0.559458666666667	0.546108666666667	0.518435
ENSMUSG00000027281	0.615821666666667	1.32131333333333	0.8909485	1.51598333333333	1.552955	0.620137	0.573268333333333	0.599563333333333
ENSMUSG00000027282	88.7445	88.6812333333333	85.08435	90.9568333333333	86.4887	113.697	96.6267333333333	112.310666666667
ENSMUSG00000027284	1.306275	1.32515	1.361145	2.72136333333333	2.3838	1.29412666666667	1.25532666666667	1.25232333333333
ENSMUSG00000027285	2.95569333333333	3.22122666666667	2.819945	4.63483333333333	4.36831	3.37514	3.47130333333333	2.79840666666667
ENSMUSG00000027286	4.90372666666667	4.73143666666667	4.838965	6.20566333333333	5.838045	4.831	4.61841	4.91221
ENSMUSG00000027287	9.17909666666667	11.5355333333333	9.392085	10.21144	12.83613	10.7503966666667	6.77001	8.10975666666667
ENSMUSG00000027288	7.24636666666667	12.9616	10.411375	11.4061	12.44135	5.93604	5.67917666666667	5.53814666666667
ENSMUSG00000027291	3.59051666666667	4.27785	3.48577	3.64526	4.10221	3.22111	4.51959	3.72726333333333
ENSMUSG00000027293	1.03072133333333	2.51208	3.23567	4.36812	3.353845	1.09038333333333	1.41979333333333	1.4799
ENSMUSG00000027296	0.472589666666667	0.301170666666667	0.7175015	0.626148333333333	0.5864105	0.432885	0.752460666666667	0.349951666666667
ENSMUSG00000027297	0.0363309333333333	0.0433719	0.0404333	0.0837912333333333	0.2105525	0.007428	0.0662301	0.038472
ENSMUSG00000027298	0.0224145666666667	0.148424	0.0842609	0.255609666666667	0.1859805	0.187787333333333	0.0552109666666667	0.07484448
ENSMUSG00000027300	1.38579333333333	1.22252233333333	1.074485	1.24809333333333	1.142665	0.941751666666667	1.24273166666667	1.175554
ENSMUSG00000027301	0	0	0	0	0	0	0	0.0323062333333333
ENSMUSG00000027303	7.77155666666667	7.89513666666667	7.011855	9.23221333333333	9.344955	6.69162666666667	8.30558333333333	8.02861333333333
ENSMUSG00000027304	3.86755	3.99123333333333	3.957635	5.06176333333333	4.95011	2.75587333333333	3.75618333333333	3.81067333333333
ENSMUSG00000027305	18.2159666666667	15.1698333333333	13.7928	12.8992666666667	12.2422	19.0448	19.6635333333333	19.5953
ENSMUSG00000027306	0.128128933333333	0.1079173	0.5463625	12.9216	18.9272	0.2862296	0.453833	0.276477
ENSMUSG00000027309	5.33721666666667	6.94920333333333	5.716385	5.70560333333333	6.50712	4.06808666666667	4.24860666666667	5.23727
ENSMUSG00000027312	7.04773666666667	10.52873	10.297565	8.35562666666667	6.924945	5.22096666666667	6.99676	6.07064333333333
ENSMUSG00000027313	2.75664666666667	0.698449666666667	1.496137	1.40638333333333	1.806553	1.526893	0.852925333333333	1.58872033333333
ENSMUSG00000027314	0.686629333333333	0.373315666666667	0.3731975	0.311333333333333	0.437882	0.548799666666667	0.455083333333333	0.482954
ENSMUSG00000027315	0.254657	0.148474	0.248127	0.0956613666666667	0.181972	0.162556933333333	0.314716333333333	0.350208
ENSMUSG00000027316	0.024071	0.0324869333333333	0.08760195	0.0926311333333333	0.02453725	0.0188161666666667	0	0.0577029333333333
ENSMUSG00000027318	0.110627266666667	0.1076	0.20185225	0.223974	0.184702	0.211398	0.281240333333333	0.296389666666667
ENSMUSG00000027322	0.358541666666667	0.372328666666667	0.29972	0.266880766666667	0.402101	0.363060666666667	0.610823333333333	0.217256333333333
ENSMUSG00000027323	0.276979	0.479707333333333	3.158455	14.8022666666667	10.125875	0.254969333333333	0.456326	0.340078666666667
ENSMUSG00000027324	0.713869	0.924763666666667	0.7012535	0.996306666666667	0.871244	0.626631333333333	0.697994333333333	0.632083666666667
ENSMUSG00000027326	0.0155730666666667	0.00500473333333333	0.11325945	2.15738333333333	2.616955	0.0236413233333333	0.0705330333333333	0.0247993666666667
ENSMUSG00000027327	3.92912666666667	4.07151666666667	4.423885	5.26579	4.98133	2.09739666666667	4.53058666666667	4.82931666666667
ENSMUSG00000027329	0.430964333333333	0.633545333333333	0.602322	0.823873	0.686603	0.325685	0.441261666666667	0.722911666666667
ENSMUSG00000027330	0.222741333333333	0.248252	0.2629405	1.72006666666667	3.987075	0.212184333333333	0.340974666666667	0.238847
ENSMUSG00000027331	0.194623333333333	0.317872	1.18786	18.3268666666667	54.85265	0.541004	2.1026	0.794330666666667
ENSMUSG00000027332	90.4946	37.6264333333333	57.995	71.6095	79.1017	52.0805666666667	81.073	84.1848333333333
ENSMUSG00000027333	1.055449	1.31202933333333	1.373075	1.33529333333333	0.9275065	1.01757333333333	1.026435	0.909715333333333
ENSMUSG00000027335	0.0103075333333333	0	0.01484305	0	0	0	0	0.013773
ENSMUSG00000027338	0.0063832	0.00886143333333333	0	0	0.021524	0	0.0411926	0.0306347666666667
ENSMUSG00000027339	0.162580033333333	0.235992333333333	0.252854	0.257088	0.243875	0.252207666666667	0.340716666666667	0.266833
ENSMUSG00000027340	2.37803666666667	2.01054	2.41315	2.20994	1.77421	1.63902	2.75654	1.93215333333333
ENSMUSG00000027341	10.16758	8.85178333333333	9.933255	7.16161666666667	8.46152	9.46224333333333	10.1728533333333	10.8362333333333
ENSMUSG00000027342	13.6462666666667	16.7284333333333	39.0304	125.225866666667	44.6731	20.4980666666667	16.0924333333333	15.4071333333333
ENSMUSG00000027344	0.0118549666666667	0.1000596	0.0718664	0.0222831	0.02740905	0.0536590333333333	0.0199502666666667	0.0621862666666667
ENSMUSG00000027346	36.3692	8.50403	22.90555	17.0236666666667	11.210855	31.5923666666667	34.947	18.7639333333333
ENSMUSG00000027347	0.085131	0.114554133333333	0.08385725	0.0797003333333333	0.09583435	0.1465948	0.188023666666667	0.0779994333333333
ENSMUSG00000027349	6.85811	6.17081333333333	6.806455	8.59350666666667	9.920345	4.74289	6.41125666666667	6.50930666666667
ENSMUSG00000027350	0	0.00603153333333333	0.00997755	0	0	0	0	0.00463466666666667
ENSMUSG00000027351	1.96787	2.73108333333333	2.28477	3.58339666666667	3.69106	2.50365	2.05968666666667	1.98406
ENSMUSG00000027353	0.555521333333333	0.542749	1.528675	5.49814666666667	3.55737	0.521547333333333	0.387595	0.478140666666667
ENSMUSG00000027356	0.0631039666666667	0.18756	0.086043	0.114853666666667	0.1257035	0.0428436	0.0578739666666667	0.0798890666666667
ENSMUSG00000027357	18.6678333333333	29.9018666666667	28.17815	26.6992666666667	28.4649	26.0018	19.8928666666667	18.4357
ENSMUSG00000027358	2.38055	2.55893333333333	2.46149	4.24813	2.77456	2.7949	1.94074	1.67254333333333
ENSMUSG00000027359	500.441666666667	524.168	448.609	384.288333333333	309.9735	446.307	488.271	421.614
ENSMUSG00000027360	1.19754333333333	2.05087333333333	2.52856	3.13813333333333	2.922905	1.00664933333333	1.65048333333333	1.246596
ENSMUSG00000027361	2.5893	3.31759333333333	2.86687	4.03020333333333	4.234555	2.41597333333333	3.04903	2.76633666666667
ENSMUSG00000027363	9.78193666666667	11.4133	9.914855	10.8931	11.8295	9.07377666666667	10.3560566666667	9.87065
ENSMUSG00000027364	32.8549666666667	42.9575333333333	51.52885	48.4879333333333	49.3094	25.9035666666667	41.6831333333333	33.1019
ENSMUSG00000027365	5.85704666666667	5.23485666666667	5.360555	7.84810333333333	8.536965	7.55587333333333	6.89473	5.86684
ENSMUSG00000027366	35.1125666666667	37.3757333333333	36.3084	42.3879666666667	41.67815	40.2073333333333	32.3459333333333	29.0885666666667
ENSMUSG00000027367	41.1409333333333	34.1596333333333	38.36625	42.4997333333333	36.6659	39.0564	41.7467	39.1852333333333
ENSMUSG00000027368	0.0643349	0.107587933333333	0.137738	0.0968227666666667	0.0331329	0.0962109666666667	0.141800333333333	0.0636882333333333
ENSMUSG00000027371	15.356	7.78731666666667	8.121735	7.38114	6.790365	12.0056333333333	11.6944333333333	15.2549666666667
ENSMUSG00000027374	35.9593333333333	35.4562	36.95925	34.8214	33.0494	36.4004666666667	38.5758666666667	39.5608
ENSMUSG00000027375	0.0881329333333333	0.109188633333333	0.1642595	0.203876333333333	0.1224575	0.140930333333333	0.107410766666667	0.139953233333333
ENSMUSG00000027376	0	0	0	0.00473203333333333	0	0	0.00439883333333333	0.00436996666666667
ENSMUSG00000027377	0	0.00875876666666667	0.0175323	0.0103666	0	0.00835383333333333	0.0107220333333333	0.00955713333333333
ENSMUSG00000027378	1.47793333333333	1.10218666666667	1.585625	2.56296666666667	2.371235	2.08445666666667	2.38968333333333	1.76771
ENSMUSG00000027379	0.0552055333333333	0.0214226333333333	0.289836	4.73493	4.813115	0.0799582666666667	0.213853966666667	0.107865
ENSMUSG00000027380	0	0	0	0	0	0	0	0
ENSMUSG00000027381	0.982592333333333	1.20159733333333	2.0572	2.00457	0.788681	0.819279333333333	0.812329	0.767930333333333
ENSMUSG00000027384	3.56521	4.33007666666667	4.601185	6.70285333333333	6.83854	4.42294666666667	3.63275333333333	4.48769333333333
ENSMUSG00000027386	0.108894233333333	0.0839869666666667	0.1150685	0.0581703666666667	0.1141245	0.112668366666667	0.0549919333333333	0.135569
ENSMUSG00000027387	2.02188	1.37529666666667	1.984885	1.55225666666667	1.402485	2.15910666666667	1.58604333333333	1.11969666666667
ENSMUSG00000027394	1.07610666666667	1.08559666666667	1.0407725	1.28411	1.45594	1.20583666666667	0.944717333333333	0.973682333333333
ENSMUSG00000027395	4.06666666666667	4.63689333333333	4.847025	3.52992333333333	4.287375	2.86814	3.66429333333333	3.22892666666667
ENSMUSG00000027397	8.2126	6.14412333333333	13.49115	12.3855633333333	9.85659	10.0638566666667	9.7856	3.30281666666667
ENSMUSG00000027398	0.2562766	0.303844	0.151649	0.120549566666667	0.620873	0.804063333333333	0.946018666666667	0.315835333333333
ENSMUSG00000027399	0.780595333333333	1.377746	1.061366	1.0862	1.478	1.37018666666667	1.21	0.79383
ENSMUSG00000027401	0.00449823333333333	0	0	0	0	0.00441383333333333	0	0.00300483666666667
ENSMUSG00000027404	38.4337666666667	43.7982	44.9014	58.3388666666667	55.57635	34.3304	43.7400666666667	45.6238
ENSMUSG00000027405	11.4540733333333	13.4591666666667	17.12805	22.1507	19.23715	17.1672666666667	10.5633233333333	10.09822
ENSMUSG00000027406	100.6185	64.0601333333333	67.96035	77.2059	65.7938	100.615	77.1301333333333	97.1055666666667
ENSMUSG00000027408	0.365634333333333	0.497257333333333	0.6213705	0.521682666666667	0.513627	0.512851	0.599927333333333	0.372772666666667
ENSMUSG00000027411	13.9979	12.1750666666667	12.9521	13.5421333333333	13.65175	14.8748666666667	13.5571666666667	14.0944
ENSMUSG00000027412	1.41440666666667	1.34299	1.41967	1.35576666666667	1.302205	1.25835433333333	1.71686	1.245348
ENSMUSG00000027416	0	0	0	0	0	0	0	0
ENSMUSG00000027419	0	0	0	0.000662903333333333	0	0.00248858666666667	0	0
ENSMUSG00000027420	0.00966816666666667	0.00807923333333333	0.0161726	0.0250376666666667	0.01063995	0.0180785	0	0
ENSMUSG00000027422	107.4092	117.626666666667	126.133	94.0976666666667	127.1085	103.198433333333	142.010666666667	134.260666666667
ENSMUSG00000027423	15.4766	18.5067666666667	19.06865	27.2885666666667	21.54615	20.9372	18.2946	15.3398666666667
ENSMUSG00000027424	2.35653333333333	2.77888333333333	4.21468	6.28191333333333	5.7825	3.19661	2.35558666666667	2.87802
ENSMUSG00000027425	5.58361	6.58067	6.65306	6.9972	6.768345	4.92361333333333	6.43875333333333	6.02324666666667
ENSMUSG00000027427	2.11082	2.03298	1.976745	2.28894	1.98424	2.21925	2.07564333333333	1.6783
ENSMUSG00000027428	7.9731	7.39131333333333	6.79397	7.22711666666667	6.156875	8.87417666666667	6.96353666666667	7.46103333333333
ENSMUSG00000027429	17.5807333333333	20.7869	24.87155	23.7993666666667	27.4626	23.7572333333333	15.5290333333333	21.0434333333333
ENSMUSG00000027430	9.34405666666667	6.70526	7.946725	6.60938333333333	7.09132	6.29527	7.52849666666667	9.08546333333333
ENSMUSG00000027433	6.43609666666667	8.03894	9.168815	7.69734333333333	8.92698	7.22904	7.75945666666667	4.47700333333333
ENSMUSG00000027434	0	0	0	0	0	0	0	0
ENSMUSG00000027435	0.395514333333333	1.09055866666667	0.595264	1.27017666666667	1.22318	0.524852	0.602634	0.436322333333333
ENSMUSG00000027438	0.252626	0.327408	0.2906035	0.29652	0.2929815	0.485376	0.226451666666667	0.287727
ENSMUSG00000027439	8.48475	11.2719966666667	8.921335	10.6789333333333	12.65745	9.34673	8.97598666666667	8.98194
ENSMUSG00000027445	0	0	0	0	0	0	0	0
ENSMUSG00000027447	122.991666666667	128.901666666667	133.61	118.775666666667	129.93	168.265	153.573	146.315333333333
ENSMUSG00000027452	0.0599696	0.0605946666666667	0.02540576	0.0718707666666667	0.0569484	0.0296351333333333	0.111895166666667	0.107306966666667
ENSMUSG00000027454	1.91481333333333	3.02990333333333	6.819925	16.0899	11.250575	2.54839333333333	3.28988	3.21595666666667
ENSMUSG00000027455	32.2979	39.1168666666667	35.6756	30.3857333333333	36.8455	39.7523666666667	33.6458333333333	40.1304666666667
ENSMUSG00000027456	0.0156594	0.0369367333333333	0.052416	0.126322	0.03901175	0.0288513333333333	0.0426069	0.0509584333333333
ENSMUSG00000027457	0.00557793333333333	0.00502636666666667	0	0	0.007328	0	0.00469073333333333	0.0123639
ENSMUSG00000027459	1.13385866666667	2.35509333333333	1.5306415	2.78558	4.42136	1.061661	1.87372333333333	1.98331533333333
ENSMUSG00000027460	0.0177745333333333	0.071879	0.0118478	0.0339058	0.0452842	0.0674436666666667	0.00692553333333333	0.0234637666666667
ENSMUSG00000027463	0.0856501	0.290508666666667	0.2394655	0.27591	0.4937395	0.119466933333333	0.285351333333333	0.120843733333333
ENSMUSG00000027465	9.11695333333333	9.73072666666667	9.637105	9.63511666666667	10.12435	8.81411333333333	9.90431666666667	8.79797333333333
ENSMUSG00000027466	18.7441333333333	16.6832333333333	22.0594	18.9701333333333	20.30225	15.5559	18.1243666666667	18.1557
ENSMUSG00000027469	0.101002566666667	0.1192917	0.816186	15.0009	20.9883	0.157305966666667	0.508544666666667	0.374901666666667
